date,ticker,open,high,low,close,adj_close,volume
2023-03-01,AAPL,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,143.3689727783203,55479000.0
2023-03-02,AAPL,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,143.96095275878906,52238100.0
2023-03-03,AAPL,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,149.0125732421875,70732300.0
2023-03-06,AAPL,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,151.775146484375,87558000.0
2023-03-07,AAPL,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,149.57493591308594,56182000.0
2023-03-08,AAPL,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,150.82797241210938,47204800.0
2023-03-09,AAPL,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,148.57846069335938,53833600.0
2023-03-10,AAPL,150.2100067138672,150.94000244140625,147.61000061035156,148.5,146.51632690429688,68572400.0
2023-03-13,AAPL,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,148.46002197265625,84457100.0
2023-03-14,AAPL,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,150.55172729492188,73695900.0
2023-03-15,AAPL,151.19000244140625,153.25,149.9199981689453,152.99000549316406,150.9463653564453,77167900.0
2023-03-16,AAPL,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,153.76817321777344,76161100.0
2023-03-17,AAPL,156.0800018310547,156.74000549316406,154.27999877929688,155.0,152.92953491210938,98944600.0
2023-03-20,AAPL,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,155.29745483398438,73641400.0
2023-03-21,AAPL,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,157.15235900878906,73938300.0
2023-03-22,AAPL,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,155.7217254638672,75701800.0
2023-03-23,AAPL,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,156.8070526123047,67622100.0
2023-03-24,AAPL,158.86000061035156,160.33999633789062,157.85000610351562,160.25,158.109375,59196500.0
2023-03-27,AAPL,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,156.1656951904297,52390300.0
2023-03-28,AAPL,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,155.5441131591797,45992200.0
2023-03-29,AAPL,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,158.62245178222656,51305700.0
2023-03-30,AAPL,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,160.1912078857422,49501700.0
2023-03-31,AAPL,162.44000244140625,165.0,161.91000366210938,164.89999389648438,162.69729614257812,68749800.0
2023-04-03,AAPL,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,163.95030212402344,56976200.0
2023-04-04,AAPL,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,163.4175567626953,46278300.0
2023-04-05,AAPL,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,161.572509765625,51511700.0
2023-04-06,AAPL,162.42999267578125,164.9600067138672,162.0,164.66000366210938,162.46047973632812,45390100.0
2023-04-10,AAPL,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,159.86563110351562,47716900.0
2023-04-11,AAPL,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,158.6520538330078,47644200.0
2023-04-12,AAPL,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,157.96141052246094,50133100.0
2023-04-13,AAPL,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,163.34848022460938,68445600.0
2023-04-14,AAPL,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,163.003173828125,49386500.0
2023-04-17,AAPL,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,163.0228729248047,41516200.0
2023-04-18,AAPL,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,164.24630737304688,49923000.0
2023-04-19,AAPL,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,165.3908233642578,47720200.0
2023-04-20,AAPL,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,164.4239044189453,52456400.0
2023-04-21,AAPL,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,162.81568908691406,58337300.0
2023-04-24,AAPL,165.0,165.60000610351562,163.88999938964844,165.3300018310547,163.12152099609375,41949600.0
2023-04-25,AAPL,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,161.58238220214844,48714100.0
2023-04-26,AAPL,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,161.572509765625,45498800.0
2023-04-27,AAPL,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,166.16041564941406,64902300.0
2023-04-28,AAPL,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,167.4134521484375,55275900.0
2023-05-01,AAPL,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,167.3246307373047,52472900.0
2023-05-02,AAPL,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,166.2886505126953,48425700.0
2023-05-03,AAPL,169.5,170.9199981689453,167.16000366210938,167.4499969482422,165.2132110595703,65136000.0
2023-05-04,AAPL,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,163.5753631591797,81235400.0
2023-05-05,AAPL,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,171.25149536132812,113453200.0
2023-05-08,AAPL,172.47999572753906,173.85000610351562,172.11000061035156,173.5,171.18240356445312,55962800.0
2023-05-09,AAPL,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,169.47552490234375,45326900.0
2023-05-10,AAPL,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,171.24160766601562,53724500.0
2023-05-11,AAPL,173.85000610351562,174.58999633789062,172.1699981689453,173.75,171.42906188964844,49514700.0
2023-05-12,AAPL,173.6199951171875,174.05999755859375,171.0,172.57000732421875,170.5003204345703,45533100.0
2023-05-15,AAPL,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,170.00631713867188,37266700.0
2023-05-16,AAPL,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,170.00631713867188,42110300.0
2023-05-17,AAPL,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,170.618896484375,57951600.0
2023-05-18,AAPL,173.0,175.24000549316406,172.5800018310547,175.0500030517578,172.95057678222656,65496700.0
2023-05-19,AAPL,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,173.0592803955078,55809500.0
2023-05-22,AAPL,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,172.1107940673828,43570900.0
2023-05-23,AAPL,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,169.50242614746094,50747300.0
2023-05-24,AAPL,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,169.77908325195312,45143500.0
2023-05-25,AAPL,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,170.91531372070312,56058300.0
2023-05-26,AAPL,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,173.32603454589844,54835000.0
2023-05-30,AAPL,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,175.1736297607422,55964400.0
2023-05-31,AAPL,177.3300018310547,179.35000610351562,176.75999450683594,177.25,175.12420654296875,99625300.0
2023-06-01,AAPL,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,177.93014526367188,68901800.0
2023-06-02,AAPL,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,178.77984619140625,61996900.0
2023-06-05,AAPL,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,177.42623901367188,121946500.0
2023-06-06,AAPL,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,177.06069946289062,64848400.0
2023-06-07,AAPL,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,175.68739318847656,61944600.0
2023-06-08,AAPL,177.89999389648438,180.83999633789065,177.4600067138672,180.57000732421875,178.40438842773438,50214900.0
2023-06-09,AAPL,181.5,182.22999572753903,180.6300048828125,180.9600067138672,178.78970336914062,48900000.0
2023-06-12,AAPL,181.27000427246097,183.88999938964844,180.97000122070312,183.7899932861328,181.58575439453125,54274900.0
2023-06-13,AAPL,182.8000030517578,184.1499938964844,182.44000244140625,183.30999755859375,181.1115264892578,54929100.0
2023-06-14,AAPL,183.3699951171875,184.38999938964844,182.02000427246097,183.9499969482422,181.74383544921875,57462900.0
2023-06-15,AAPL,183.9600067138672,186.52000427246097,183.77999877929688,186.0099945068359,183.7791748046875,65433200.0
2023-06-16,AAPL,186.72999572753903,186.9900054931641,184.27000427246097,184.9199981689453,182.70220947265625,101256200.0
2023-06-20,AAPL,184.41000366210935,186.1000061035156,184.41000366210935,185.0099945068359,182.79115295410156,49799100.0
2023-06-21,AAPL,184.8999938964844,185.41000366210935,182.58999633789065,183.9600067138672,181.7537078857422,49515700.0
2023-06-22,AAPL,183.7400054931641,187.0500030517578,183.6699981689453,187.0,184.7572784423828,51245300.0
2023-06-23,AAPL,185.5500030517578,187.55999755859375,185.0099945068359,186.67999267578125,184.4410858154297,53117000.0
2023-06-26,AAPL,186.8300018310547,188.0500030517578,185.22999572753903,185.27000427246097,183.0480194091797,48088700.0
2023-06-27,AAPL,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,185.80458068847656,50730800.0
2023-06-28,AAPL,187.92999267578125,189.8999938964844,187.6000061035156,189.25,186.98028564453125,51216800.0
2023-06-29,AAPL,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789065,187.3162078857422,46347300.0
2023-06-30,AAPL,191.6300048828125,194.47999572753903,191.2599945068359,193.97000122070312,191.6436767578125,85213200.0
2023-07-03,AAPL,193.77999877929688,193.8800048828125,191.7599945068359,192.4600067138672,190.1517791748047,31458200.0
2023-07-05,AAPL,191.57000732421875,192.97999572753903,190.6199951171875,191.3300018310547,189.03533935546875,46920300.0
2023-07-06,AAPL,189.83999633789065,192.02000427246097,189.1999969482422,191.80999755859375,189.50958251953125,45094300.0
2023-07-07,AAPL,191.41000366210935,192.6699981689453,190.2400054931641,190.67999267578125,188.3931121826172,46815000.0
2023-07-10,AAPL,189.2599945068359,189.9900054931641,187.0399932861328,188.61000061035156,186.3479766845703,59922200.0
2023-07-11,AAPL,189.16000366210935,189.3000030517578,186.6000061035156,188.0800018310547,185.8243103027344,46638100.0
2023-07-12,AAPL,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246097,187.4940643310547,60750200.0
2023-07-13,AAPL,190.5,191.19000244140625,189.77999877929688,190.5399932861328,188.2548065185547,41342300.0
2023-07-14,AAPL,190.22999572753903,191.17999267578125,189.6300048828125,190.69000244140625,188.4029998779297,41616200.0
2023-07-17,AAPL,191.8999938964844,194.32000732421875,191.80999755859375,193.9900054931641,191.6634521484375,50520200.0
2023-07-18,AAPL,193.3500061035156,194.3300018310547,192.4199981689453,193.72999572753903,191.40655517578125,48288200.0
2023-07-19,AAPL,193.1000061035156,198.22999572753903,192.6499938964844,195.1000061035156,192.76014709472656,80507300.0
2023-07-20,AAPL,195.08999633789065,196.47000122070312,192.5,193.1300048828125,190.81375122070312,59581200.0
2023-07-21,AAPL,194.1000061035156,194.97000122070312,191.22999572753903,191.94000244140625,189.63803100585935,71951700.0
2023-07-24,AAPL,193.41000366210935,194.91000366210935,192.25,192.75,190.4383087158203,45377800.0
2023-07-25,AAPL,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,191.29786682128903,37283200.0
2023-07-26,AAPL,193.6699981689453,195.63999938964844,193.32000732421875,194.5,192.1673126220703,47471900.0
2023-07-27,AAPL,196.02000427246097,197.1999969482422,192.5500030517578,193.22000122070312,190.90269470214844,47460200.0
2023-07-28,AAPL,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,193.48138427734375,48291400.0
2023-07-31,AAPL,196.05999755859375,196.4900054931641,195.2599945068359,196.4499969482422,194.0939178466797,38824100.0
2023-08-01,AAPL,196.2400054931641,196.72999572753903,195.27999877929688,195.61000061035156,193.26402282714844,35175100.0
2023-08-02,AAPL,195.0399932861328,195.17999267578125,191.8500061035156,192.5800018310547,190.27035522460935,50389300.0
2023-08-03,AAPL,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,188.8772430419922,61235200.0
2023-08-04,AAPL,185.52000427246097,187.3800048828125,181.9199981689453,181.9900054931641,179.80740356445312,115956800.0
2023-08-07,AAPL,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,176.7050323486328,97576100.0
2023-08-08,AAPL,179.69000244140625,180.27000427246097,177.5800018310547,179.8000030517578,177.64364624023438,67823000.0
2023-08-09,AAPL,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,176.0529327392578,60378500.0
2023-08-10,AAPL,179.47999572753906,180.75,177.60000610351562,177.97000122070312,175.8355712890625,54686900.0
2023-08-11,AAPL,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,175.8949432373047,52036700.0
2023-08-14,AAPL,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,177.54714965820312,43675600.0
2023-08-15,AAPL,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,175.55857849121094,43622600.0
2023-08-16,AAPL,177.1300048828125,178.5399932861328,176.5,176.57000732421875,174.68795776367188,46964900.0
2023-08-17,AAPL,177.13999938964844,177.50999450683594,173.47999572753906,174.0,172.1453399658203,66062900.0
2023-08-18,AAPL,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,172.630126953125,61172200.0
2023-08-21,AAPL,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,173.96572875976562,46311900.0
2023-08-22,AAPL,177.05999755859375,177.67999267578125,176.25,177.22999572753906,175.34091186523438,42038900.0
2023-08-23,AAPL,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,179.189453125,52722800.0
2023-08-24,AAPL,180.6699981689453,181.1000061035156,176.00999450683594,176.3800048828125,174.49998474121094,54945800.0
2023-08-25,AAPL,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,176.70620727539062,51449600.0
2023-08-28,AAPL,180.08999633789062,180.58999633789065,178.5500030517578,180.19000244140625,178.26937866210938,43820700.0
2023-08-29,AAPL,179.6999969482422,184.8999938964844,179.5,184.1199951171875,182.1574554443359,53003900.0
2023-08-30,AAPL,184.94000244140625,187.8500061035156,184.7400054931641,187.6499938964844,185.64984130859375,60813900.0
2023-08-31,AAPL,187.83999633789065,189.1199951171875,187.47999572753903,187.8699951171875,185.86749267578125,60794500.0
2023-09-01,AAPL,189.4900054931641,189.9199981689453,188.27999877929688,189.4600067138672,187.44056701660156,45766500.0
2023-09-05,AAPL,188.27999877929688,189.97999572753903,187.61000061035156,189.6999969482422,187.6779937744141,45280000.0
2023-09-06,AAPL,188.3999938964844,188.8500061035156,181.47000122070312,182.91000366210935,180.9603729248047,81755800.0
2023-09-07,AAPL,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,175.66734313964844,112488800.0
2023-09-08,AAPL,178.35000610351562,180.2400054931641,177.7899932861328,178.17999267578125,176.28077697753906,65551300.0
2023-09-11,AAPL,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,177.4481964111328,58953100.0
2023-09-12,AAPL,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,174.4208526611328,90370200.0
2023-09-13,AAPL,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,172.3531036376953,84267900.0
2023-09-14,AAPL,174.0,176.10000610351562,173.5800018310547,175.74000549316406,173.86679077148438,60895800.0
2023-09-15,AAPL,176.47999572753906,176.5,173.82000732421875,175.00999450683594,173.1445770263672,109259500.0
2023-09-18,AAPL,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,176.07301330566406,67257600.0
2023-09-19,AAPL,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,177.1613006591797,51826900.0
2023-09-20,AAPL,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,173.6194610595703,58436200.0
2023-09-21,AAPL,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,172.07606506347656,63149100.0
2023-09-22,AAPL,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,172.92691040039062,56725400.0
2023-09-25,AAPL,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,174.2032012939453,46172700.0
2023-09-26,AAPL,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,170.1270751953125,64588900.0
2023-09-27,AAPL,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,168.6133575439453,66921800.0
2023-09-28,AAPL,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,168.87060546875,56294400.0
2023-09-29,AAPL,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,169.3850555419922,51861100.0
2023-10-02,AAPL,171.22000122070312,174.3000030517578,170.92999267578125,173.75,171.8979949951172,52164500.0
2023-10-03,AAPL,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,170.56239318847656,49594600.0
2023-10-04,AAPL,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,171.80894470214844,53020300.0
2023-10-05,AAPL,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,173.045654296875,48527900.0
2023-10-06,AAPL,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,175.59812927246094,57266700.0
2023-10-09,AAPL,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,177.08213806152344,42390800.0
2023-10-10,AAPL,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,176.48855590820312,43698000.0
2023-10-11,AAPL,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,177.88351440429688,47551100.0
2023-10-12,AAPL,180.07000732421875,182.33999633789065,179.0399932861328,180.7100067138672,178.78384399414062,56743100.0
2023-10-13,AAPL,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,176.9436492919922,51427100.0
2023-10-16,AAPL,176.75,179.0800018310547,176.50999450683594,178.72000122070312,176.81500244140625,52517000.0
2023-10-17,AAPL,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,175.26173400878906,57549400.0
2023-10-18,AAPL,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,173.96572875976562,54764400.0
2023-10-19,AAPL,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,173.58978271484375,59302900.0
2023-10-20,AAPL,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,171.03726196289062,64244000.0
2023-10-23,AAPL,170.91000366210938,174.00999450683594,169.92999267578125,173.0,171.156005859375,55980100.0
2023-10-24,AAPL,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,171.59132385253906,43816600.0
2023-10-25,AAPL,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,169.27627563476562,57157000.0
2023-10-26,AAPL,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,165.1111297607422,70625300.0
2023-10-27,AAPL,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,166.4269561767578,58499100.0
2023-10-30,AAPL,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,168.47486877441406,51131000.0
2023-10-31,AAPL,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,168.94976806640625,44846000.0
2023-11-01,AAPL,171.0,174.22999572753906,170.1199951171875,173.97000122070312,172.11566162109375,56934900.0
2023-11-02,AAPL,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,175.67730712890625,77334800.0
2023-11-03,AAPL,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,174.76710510253906,79829200.0
2023-11-06,AAPL,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,177.319580078125,63841300.0
2023-11-07,AAPL,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,179.88198852539062,70530000.0
2023-11-08,AAPL,182.3500061035156,183.4499969482422,181.58999633789065,182.88999938964844,180.94056701660156,49340300.0
2023-11-09,AAPL,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210935,180.46571350097656,53763500.0
2023-11-10,AAPL,183.97000122070312,186.57000732421875,183.52999877929688,186.3999938964844,184.65611267089844,66133400.0
2023-11-13,AAPL,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,183.0710906982422,43627500.0
2023-11-14,AAPL,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,185.6864013671875,60108400.0
2023-11-15,AAPL,187.8500061035156,189.5,187.77999877929688,188.0099945068359,186.2510681152344,53790500.0
2023-11-16,AAPL,189.57000732421875,190.9600067138672,188.6499938964844,189.7100067138672,187.93516540527344,54412900.0
2023-11-17,AAPL,190.25,190.3800048828125,188.57000732421875,189.69000244140625,187.9153289794922,50922700.0
2023-11-20,AAPL,189.88999938964844,191.91000366210935,189.8800048828125,191.4499969482422,189.65887451171875,46505100.0
2023-11-21,AAPL,191.41000366210935,191.52000427246097,189.7400054931641,190.63999938964844,188.8564453125,38134500.0
2023-11-22,AAPL,191.4900054931641,192.92999267578125,190.8300018310547,191.30999755859375,189.5201873779297,39617700.0
2023-11-24,AAPL,190.8699951171875,190.8999938964844,189.25,189.97000122070312,188.19271850585935,24048300.0
2023-11-27,AAPL,189.9199981689453,190.6699981689453,188.8999938964844,189.7899932861328,188.014404296875,40552600.0
2023-11-28,AAPL,189.77999877929688,191.0800018310547,189.3999938964844,190.3999938964844,188.6186981201172,38415400.0
2023-11-29,AAPL,190.8999938964844,192.08999633789065,188.97000122070312,189.3699951171875,187.59832763671875,43014200.0
2023-11-30,AAPL,189.83999633789065,190.32000732421875,188.19000244140625,189.9499969482422,188.17291259765625,48794400.0
2023-12-01,AAPL,190.3300018310547,191.55999755859375,189.22999572753903,191.2400054931641,189.4508514404297,45704800.0
2023-12-04,AAPL,189.97999572753903,190.0500030517578,187.4499969482422,189.42999267578125,187.65777587890625,43389500.0
2023-12-05,AAPL,190.2100067138672,194.3999938964844,190.17999267578125,193.4199981689453,191.6104431152344,66628400.0
2023-12-06,AAPL,194.4499969482422,194.7599945068359,192.11000061035156,192.32000732421875,190.5207366943359,41089700.0
2023-12-07,AAPL,193.6300048828125,195.0,193.58999633789065,194.27000427246097,192.45248413085935,47477700.0
2023-12-08,AAPL,194.1999969482422,195.9900054931641,193.6699981689453,195.7100067138672,193.87904357910156,53406400.0
2023-12-11,AAPL,193.11000061035156,193.4900054931641,191.4199981689453,193.17999267578125,191.3726806640625,60943700.0
2023-12-12,AAPL,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,192.8884124755859,52696900.0
2023-12-13,AAPL,195.08999633789065,198.0,194.8500061035156,197.9600067138672,196.10797119140625,70404200.0
2023-12-14,AAPL,198.02000427246097,199.6199951171875,196.16000366210935,198.11000061035156,196.25656127929688,66831600.0
2023-12-15,AAPL,197.52999877929688,198.3999938964844,197.0,197.57000732421875,195.72161865234375,128538400.0
2023-12-18,AAPL,196.08999633789065,196.6300048828125,194.38999938964844,195.88999938964844,194.05734252929688,55751900.0
2023-12-19,AAPL,196.16000366210935,196.9499969482422,195.88999938964844,196.94000244140625,195.09750366210935,40714100.0
2023-12-20,AAPL,196.8999938964844,197.67999267578125,194.8300018310547,194.8300018310547,193.00726318359375,52242800.0
